feature,mean_importance
GDP Growth Rate (%),-0.009775560879133116
Country_UK,-0.0023057100799174003
Country_Canada,-0.001889332978746916
Country_Brazil,-0.001866051045723105
Country_France,-0.0004880674435963295
Stock Index Value,0.001327461584871914
Country_Japan,0.0013654675848840947
Country_Germany,0.0018593382975563566
Country_China,0.0037212481541491595
Interest Rate (%),0.005571450058749728
Country_USA,0.0071037205338945865
Country_Australia,0.00992630823488323
Unemployment Rate (%),0.016740968910263377
Country_India,0.018810365738873003
