feature,mean_importance
GDP Growth Rate (%),-0.05711504634164492
Country_UK,-0.017528728063362788
Unemployment Rate (%),-0.014343749542235228
Country_Germany,-0.013621579521495697
Country_Australia,-0.010273114854445441
Country_Brazil,-0.009928151551123143
Country_France,-0.006425109880443469
Country_Japan,-0.002799508428237285
Country_China,-0.0013840900996063166
Stock Index Value,-0.0013597229208485162
Country_Canada,0.00045240091093445844
Country_USA,0.0023235092310998073
Country_India,0.004673934820159253
Interest Rate (%),0.02015566890070857
