feature,mean_importance
Interest Rate (%),-0.03190719224436513
Country_China,-0.023077320816092373
GDP Growth Rate (%),-0.02198758450282092
Country_France,-0.013011194604889332
Country_Brazil,-0.006160518013735894
Country_Japan,-0.003629343829321163
Stock Index Value,-0.002179282195906307
Country_UK,-0.001663401095845174
Country_Canada,-0.0007777689318172687
Country_Germany,0.0022192632552044066
Country_Australia,0.0037135422313380405
Unemployment Rate (%),0.00840351819047358
Country_USA,0.015525178718090383
Country_India,0.019627441629406307
