feature,shap_importance
Unemployment Rate (%),0.05981737750018688
GDP Growth Rate (%),0.042298752837869776
Stock Index Value,0.04095971887488266
Interest Rate (%),0.026377062313219356
Country_Canada,0.014998546684676744
Country_Brazil,0.0030841636401851965
Country_USA,0.002711724564830845
Country_UK,0.00256644943794197
Country_Japan,0.0017202042590692538
Country_China,0.0012022180586942195
Country_India,0.0010574796329692346
Country_Australia,0.0006811587499429561
Country_Germany,0.0006409547207547515
Country_France,0.0
