feature,shap_importance
Interest Rate (%),0.053530461577538324
Unemployment Rate (%),0.044515338950080495
GDP Growth Rate (%),0.040886134890977685
Stock Index Value,0.03689239631502528
Country_Brazil,0.011625526884694051
Country_India,0.00656882798862308
Country_Canada,0.005666235084211359
Country_France,0.0018452393338350224
Country_Australia,0.001819785315025635
Country_UK,0.0012377022719696784
Country_USA,0.001115622122270174
Country_Germany,0.0011133912996229743
Country_China,0.0010185955893981138
Country_Japan,0.0
