feature,mean_importance
Country_Canada,-0.0045103931002381525
Country_Brazil,-0.003251497981282636
Country_China,-0.0004373173909478556
Country_Australia,-0.00038781363037396763
Country_India,-0.00014699637965236433
Country_UK,-8.833361194002798e-05
Country_France,0.0
Stock Index Value,0.0002396271303546804
Country_USA,0.0012377858630675752
Country_Japan,0.0012928246631955353
Country_Germany,0.0017825063598336133
Unemployment Rate (%),0.008683030227527144
Interest Rate (%),0.017701701700785843
GDP Growth Rate (%),0.05768999851732395
