feature,mean_importance
Country_USA,-0.026406288958387814
Interest Rate (%),-0.02322936465617844
Country_Canada,-0.004028096168746132
Country_Japan,-0.0030818933519597192
Country_India,-0.001881735838376608
Country_Brazil,-0.0017468415397995153
Country_France,0.001531518756740935
Country_China,0.005501835860292292
Country_UK,0.005704671478608115
Country_Australia,0.006011571074977828
Stock Index Value,0.010019662580413247
Unemployment Rate (%),0.011680637936950644
GDP Growth Rate (%),0.015538600434574557
Country_Germany,0.020739080960932556
