feature,mean_importance
Country_India,-0.012463930958637981
Interest Rate (%),-0.008030022758135935
Country_Japan,-0.005125709219561259
Country_France,-0.002862925107279768
Country_Brazil,-0.00018287805914956045
Country_USA,0.0018512782861497268
Country_Canada,0.0038688598980411103
Country_Germany,0.0046440939446467325
Country_Australia,0.005771514635106412
Unemployment Rate (%),0.007482376221020814
Country_China,0.007931833126187771
GDP Growth Rate (%),0.010714403716806941
Country_UK,0.011424693360535754
Stock Index Value,0.013097260978584347
