feature,mean_importance
GDP Growth Rate (%),-0.03127981663854094
Country_Brazil,-0.030818425124240156
Country_UK,-0.017696288058920893
Country_USA,-0.007804265021032308
Country_India,-0.006929288467635675
Country_Japan,0.0037013726170467276
Unemployment Rate (%),0.0038949042748814165
Country_France,0.004835668240904978
Country_Australia,0.00656728241286717
Country_Canada,0.015543627556227268
Country_China,0.0186481708543637
Stock Index Value,0.02054137424782816
Interest Rate (%),0.025962370958101166
Country_Germany,0.0386506051075588
