feature,mean_importance
GDP Growth Rate (%),-0.023793598915326487
Country_France,-0.017428363075436736
Country_China,-0.01373287269919512
Country_Australia,-0.010203960281589408
Country_Japan,-0.008421007496648291
Country_Brazil,-0.008099418394974434
Unemployment Rate (%),-0.0073460307642663645
Country_USA,-0.001965005973069722
Country_Canada,0.0011908305476442838
Country_Germany,0.0012768702773992668
Country_UK,0.0019359425250554895
Interest Rate (%),0.0027783120333837895
Stock Index Value,0.007567727022362547
Country_India,0.010369402454656607
