feature,mean_importance
GDP Growth Rate (%),-0.04120933784164817
Country_Germany,-0.015920658363754826
Unemployment Rate (%),-0.0082661651699798
Country_India,0.0021048523152603416
Stock Index Value,0.006681164089406178
Country_Brazil,0.015202604339063619
Country_Australia,0.034953306110245205
Country_China,0.05581593479950766
Interest Rate (%),0.056002250940540496
Country_USA,0.06046886630944259
Country_Canada,0.06845200735143005
Country_France,0.1016117607213221
Country_Japan,0.11313802799178965
Country_UK,0.15899876252497674
