feature,mean_importance
Country_UK,-0.018088896246709528
Stock Index Value,-0.014372355730893105
Country_Japan,-0.0024151444172944903
Country_Brazil,-0.00018039804811929017
Country_France,-3.843624549197955e-05
Country_China,0.0
Country_Australia,0.0003046637800721452
Country_India,0.0024585111837033048
Country_Germany,0.005290878502858476
Country_Canada,0.018134869470122217
Country_USA,0.018556748852759153
Unemployment Rate (%),0.03306793105937826
Interest Rate (%),0.035616125858844105
GDP Growth Rate (%),0.052650983612370084
