feature,shap_importance
Unemployment Rate (%),0.04377747014055673
GDP Growth Rate (%)_ratio_Unemployment Rate (%),0.028477136567705442
Stock Index Value_ratio_Interest Rate (%),0.02667958270667328
Stock Index Value_ratio_GDP Growth Rate (%),0.02369243260836304
Unemployment Rate (%)_sum_GDP Growth Rate (%),0.01854363230941233
Interest Rate (%)_multiply_GDP Growth Rate (%),0.015717369304426174
Stock Index Value,0.015409600348507815
Stock Index Value_multiply_GDP Growth Rate (%),0.014068974324651755
GDP Growth Rate (%),0.0120336839156708
Interest Rate (%),0.008670445899907075
Interest Rate (%)_sum_Unemployment Rate (%),0.0014339263621866672
Interest Rate (%)_ratio_Stock Index Value,0.0012201809671559983
Country_Germany,0.0
Country_India,0.0
Country_Japan,0.0
Country_France,0.0
Country_USA,0.0
Country_China,0.0
Country_Canada,0.0
Country_Brazil,0.0
Country_Australia,0.0
Unemployment Rate (%)_multiply_GDP Growth Rate (%),0.0
GDP Growth Rate (%)_ratio_Stock Index Value,0.0
Country_UK,0.0
