feature,mean_importance
Stock Index Value_ratio_Interest Rate (%),-0.03368534613832459
Unemployment Rate (%),-0.022920504047827927
Stock Index Value_ratio_GDP Growth Rate (%),-0.018182751038654698
Interest Rate (%)_multiply_GDP Growth Rate (%),-0.013801432421757288
Stock Index Value_multiply_GDP Growth Rate (%),-0.009323966477879342
Interest Rate (%)_sum_Unemployment Rate (%),-0.004738045365744003
Stock Index Value,-0.0010016576830177647
Unemployment Rate (%)_multiply_GDP Growth Rate (%),0.0
Country_USA,0.0
Country_UK,0.0
GDP Growth Rate (%)_ratio_Stock Index Value,0.0
Country_Japan,0.0
Country_Germany,0.0
Country_France,0.0
Country_China,0.0
Country_Canada,0.0
Country_Brazil,0.0
Country_Australia,0.0
Country_India,0.0
Interest Rate (%)_ratio_Stock Index Value,0.0017167754968686832
Interest Rate (%),0.004530130522189202
Unemployment Rate (%)_sum_GDP Growth Rate (%),0.010818526955082541
GDP Growth Rate (%),0.025740512641844137
GDP Growth Rate (%)_ratio_Unemployment Rate (%),0.047838132414164306
