feature,mean_importance
Stock Index Value_multiply_GDP Growth Rate (%),-0.027615763056842768
Stock Index Value,-0.00955985306196112
Interest Rate (%)_sum_Unemployment Rate (%),-0.004357482261571066
Stock Index Value_ratio_GDP Growth Rate (%),-0.0013281796888864772
Interest Rate (%)_ratio_Stock Index Value,-0.0008112380786844842
Unemployment Rate (%)_sum_GDP Growth Rate (%),-0.0006474758861960694
Interest Rate (%),-0.0002321973113355913
GDP Growth Rate (%),0.0
Unemployment Rate (%)_multiply_GDP Growth Rate (%),0.0
Country_USA,0.0
Country_UK,0.0
Country_Japan,0.0
Country_India,0.0
Country_Germany,0.0
Country_France,0.0
Country_China,0.0
Country_Canada,0.0
Country_Brazil,0.0
Country_Australia,0.0
Unemployment Rate (%),0.0
GDP Growth Rate (%)_ratio_Stock Index Value,0.0
Stock Index Value_ratio_Interest Rate (%),0.0
GDP Growth Rate (%)_ratio_Unemployment Rate (%),0.0033315320444415875
Interest Rate (%)_multiply_GDP Growth Rate (%),0.010163032342870793
