feature,shap_importance
GDP Growth Rate (%),0.06462632755678109
Unemployment Rate (%),0.06233047200347237
Stock Index Value,0.059504884965071225
Interest Rate (%),0.03173756140240465
Country_USA,0.0077589764409917
Country_Germany,0.007095497183588572
Country_Canada,0.006694598726566879
Country_India,0.004637929833222086
Country_Australia,0.004070628397729333
Country_Brazil,0.002128967526556761
Country_Japan,0.002127221853956563
Country_UK,0.0004741695452741665
Country_France,0.000403709608507977
Country_China,0.0001718330623356256
