feature,shap_importance
Unemployment Rate (%),0.10006941269515998
GDP Growth Rate (%),0.04534518316054396
Stock Index Value,0.04197827694987039
Interest Rate (%),0.04054827078747081
Country_Canada,0.014860971095872342
Country_USA,0.01269047312740934
Country_Japan,0.007749880998620723
Country_Australia,0.006690426104843636
Country_Brazil,0.006352867239387885
Country_India,0.004230513033934795
Country_France,0.0033249506961875825
Country_Germany,0.002948635552433842
Country_China,0.002248701545825719
Country_UK,0.002187033072718054
