feature,shap_importance
Unemployment Rate (%),0.10983074338664456
Stock Index Value,0.057578192930883385
GDP Growth Rate (%),0.03593035833555696
Interest Rate (%),0.02930652184960426
Country_USA,0.01725543172223151
Country_Brazil,0.01615523944071143
Country_Canada,0.013711760795154838
Country_India,0.00950639728970333
Country_UK,0.007695442957238533
Country_Germany,0.005602746469156672
Country_China,0.0039061388276779704
Country_Japan,0.003681440058969506
Country_Australia,0.0
Country_France,0.0
