feature,mean_importance
GDP Growth Rate (%),-0.04322202489167144
Stock Index Value,-0.022099803512374505
Unemployment Rate (%),-0.005539580261452159
Country_USA,-0.0040797713343989185
Country_Brazil,-0.002177014012124334
Country_Australia,-0.0009669257309642187
Country_Germany,-0.0006227384118977497
Country_China,-0.00019090807893711314
Country_UK,-9.694130979973626e-05
Country_Japan,2.9313263487940056e-05
Country_France,0.0001409942175936374
Interest Rate (%),0.00024325302538623638
Country_India,0.0012718808485816524
Country_Canada,0.0012762688766001285
