feature,mean_importance
Country_Canada,-0.011724541743637884
Country_UK,-0.004519955950358945
Country_Brazil,-0.003020036093671008
Interest Rate (%),-0.0023881330423705994
Country_France,-0.00200725588529318
Country_Japan,-0.0014164053933485743
Country_India,-0.0008222997568506418
Country_China,0.002337613522639348
Country_Australia,0.0030817678833211736
Country_Germany,0.0044223554843178196
Country_USA,0.005696048950432653
Stock Index Value,0.010328358524765413
Unemployment Rate (%),0.024993181834092403
GDP Growth Rate (%),0.06899342363624554
