feature,mean_importance
Stock Index Value_multiply_GDP Growth Rate (%),-0.0411558486742853
Stock Index Value,-0.014299226228945815
Interest Rate (%)_sum_Unemployment Rate (%),-0.006779122355686518
Stock Index Value_ratio_GDP Growth Rate (%),-0.001736775225080045
Interest Rate (%)_ratio_Stock Index Value,-0.0013024574384570275
Unemployment Rate (%)_sum_GDP Growth Rate (%),-0.0011787191650499019
Interest Rate (%),-0.00048812523749850454
GDP Growth Rate (%),0.0
Unemployment Rate (%)_multiply_GDP Growth Rate (%),0.0
Country_USA,0.0
Country_UK,0.0
Country_Japan,0.0
Country_India,0.0
Country_Germany,0.0
Country_France,0.0
Country_China,0.0
Country_Canada,0.0
Country_Brazil,0.0
Country_Australia,0.0
Unemployment Rate (%),0.0
GDP Growth Rate (%)_ratio_Stock Index Value,0.0
Stock Index Value_ratio_Interest Rate (%),0.0
GDP Growth Rate (%)_ratio_Unemployment Rate (%),0.004980645191844957
Interest Rate (%)_multiply_GDP Growth Rate (%),0.015402346610370632
