feature,mean_importance
GDP Growth Rate (%)_ratio_Unemployment Rate (%),-0.023210720770229343
Interest Rate (%)_sum_Unemployment Rate (%),-0.010009518997385225
GDP Growth Rate (%),-0.006105146941836659
Unemployment Rate (%)_multiply_GDP Growth Rate (%),0.0
Country_USA,0.0
Country_UK,0.0
GDP Growth Rate (%)_ratio_Stock Index Value,0.0
Country_India,0.0
Country_Germany,0.0
Country_Japan,0.0
Country_China,0.0
Country_Canada,0.0
Country_Brazil,0.0
Country_Australia,0.0
Interest Rate (%),0.0
Unemployment Rate (%),0.0
Country_France,0.0
Stock Index Value_ratio_Interest Rate (%),0.0
Stock Index Value_multiply_GDP Growth Rate (%),0.0004056494418353651
Interest Rate (%)_ratio_Stock Index Value,0.0026767455947495967
Stock Index Value,0.003207077660613411
Stock Index Value_ratio_GDP Growth Rate (%),0.006063654275381159
Unemployment Rate (%)_sum_GDP Growth Rate (%),0.007607842818349697
Interest Rate (%)_multiply_GDP Growth Rate (%),0.01648360275789309
