feature,shap_importance
Stock Index Value,0.012131283
Interest Rate (%),0.011891419
Unemployment Rate (%),0.0073331078
GDP Growth Rate (%),0.006362293
Country_Brazil,0.0017663973
Country_Canada,0.0017185915
Country_Australia,0.0
Country_China,0.0
Country_France,0.0
Country_Germany,0.0
Country_India,0.0
Country_Japan,0.0
Country_UK,0.0
Country_USA,0.0
