feature,mean_importance
Unemployment Rate (%),-0.028374305246040656
Stock Index Value_ratio_GDP Growth Rate (%),-0.016969516199767342
Stock Index Value_multiply_GDP Growth Rate (%),-0.015764895332099682
Stock Index Value_ratio_Interest Rate (%),-0.011881958837839556
Interest Rate (%)_sum_Unemployment Rate (%),-0.006571331870568864
GDP Growth Rate (%)_ratio_Stock Index Value,-0.0008860725398204483
Interest Rate (%)_ratio_Stock Index Value,0.0
Country_UK,0.0
Country_India,0.0
Country_Japan,0.0
Country_France,0.0
Country_China,0.0
Country_Canada,0.0
Country_Brazil,0.0
Country_Australia,0.0
Country_Germany,0.0
Unemployment Rate (%)_multiply_GDP Growth Rate (%),0.0011609668951356954
Stock Index Value,0.001295512086699535
Country_USA,0.0023680994025121914
Interest Rate (%)_multiply_GDP Growth Rate (%),0.0035244895260432953
Unemployment Rate (%)_sum_GDP Growth Rate (%),0.00403167052837774
Interest Rate (%),0.005600077344904353
GDP Growth Rate (%),0.025694675487498885
GDP Growth Rate (%)_ratio_Unemployment Rate (%),0.05766468415801036
