feature,shap_importance
Stock Index Value,0.07336893578825085
Unemployment Rate (%),0.059511197765041636
Interest Rate (%),0.05651336168292119
GDP Growth Rate (%),0.054839220262671386
Country_Brazil,0.008951204229599666
Country_USA,0.004538972327700389
Country_UK,0.003921540272159655
Country_China,0.0034567191439634597
Country_Canada,0.0031360271374866423
Country_Japan,0.0024448909488797325
Country_Germany,0.0014637343394298169
Country_Australia,0.0011836998100853333
Country_India,0.0010080982329491147
Country_France,0.0008801447884057973
