feature,shap_importance
Stock Index Value,0.07951556499810905
GDP Growth Rate (%),0.07415203571462219
Unemployment Rate (%),0.07094621592192504
Interest Rate (%),0.024651589961813034
Country_USA,0.010328292793796304
Country_Germany,0.006622528362522152
Country_Canada,0.006081885011479516
Country_Australia,0.003707363590485102
Country_UK,0.0019753665607647884
Country_India,0.0016827496287271648
Country_Japan,0.0016560821919990414
Country_China,0.0011837222119095215
Country_Brazil,0.001100509825709889
Country_France,0.0004900758289313045
