feature,mean_importance
GDP Growth Rate (%),-0.04620837732913115
Stock Index Value,-0.03242368899920387
Country_USA,-0.0032110003824147304
Country_Canada,-0.00216485750886819
Country_Australia,-0.0014899112148582193
Unemployment Rate (%),-0.0008325636076340403
Country_Japan,-0.00044322604523372444
Country_China,-0.00043350064374869657
Country_UK,-0.0002111891422844181
Country_India,-4.369760345313001e-05
Country_France,0.0002837428058201086
Country_Brazil,0.0009949592191841107
Interest Rate (%),0.0015042123118427452
Country_Germany,0.0027557201295857815
