feature,mean_importance
Country_Brazil,-0.003442168099566567
Stock Index Value,-0.0025632120543801927
Country_China,-0.0023789031573743903
Country_Canada,-0.000638127065884797
Country_Japan,-0.0004395299825337151
Country_Germany,-0.00041622485243268946
Country_France,-0.00031412511152835166
Country_Australia,0.00020760039356324534
Country_UK,0.0008303145301284509
Country_India,0.0012223616025025751
Country_USA,0.0036461857947000633
Interest Rate (%),0.010974562686751366
GDP Growth Rate (%),0.025204187209113903
Unemployment Rate (%),0.058043040373340696
