feature,mean_importance
Unemployment Rate (%),-0.012731493530319927
Country_India,-0.003933168585704139
Country_Germany,-0.00355590248078832
Country_Japan,-0.0024159198877409917
Country_Brazil,-0.0014761053215898378
GDP Growth Rate (%),-0.0014678058993275345
Country_USA,-0.0006363896359519394
Country_France,-0.0003328877191557611
Country_China,-0.00010938159084603605
Country_Australia,-6.2261706930799575e-06
Country_UK,0.0004171177953960603
Country_Canada,0.003744400845035045
Stock Index Value,0.004420311054354498
Interest Rate (%),0.006404741969312111
