feature,shap_importance
Unemployment Rate (%),0.054792084946657015
Interest Rate (%),0.028985201516955612
GDP Growth Rate (%),0.015596013775045355
Stock Index Value,0.012770157817164488
Country_USA,0.00746958409654736
Country_Canada,0.005817658577370433
Country_India,0.004515219966945974
Country_Japan,0.004353624247824596
Country_UK,0.003345394549982822
Country_Germany,0.0032239974128354097
Country_Brazil,0.0009985682573713337
Country_France,0.0009530805054752193
Country_China,0.0006090186225818418
Country_Australia,0.00020377586507859416
