feature,shap_importance
GDP Growth Rate (%),0.03961757339668033
Interest Rate (%),0.029356787252498306
Unemployment Rate (%),0.02918968216187487
Stock Index Value,0.022797398032944824
Country_Canada,0.006045465018841126
Country_USA,0.004180864753386399
Country_Japan,0.0021898495756077713
Country_China,0.0016300898232832679
Country_India,0.0011690592463083594
Country_Germany,0.0010540625014788445
Country_Australia,0.0007158762138763552
Country_France,0.0006173714846209579
Country_Brazil,0.00036804439816985016
Country_UK,0.00025798172762892983
