feature,mean_importance
Stock Index Value,-0.037462797285687535
GDP Growth Rate (%),-0.013648095531994243
Country_Germany,-0.011655679492468884
Country_Japan,-0.006862775495321128
Country_Australia,-0.003192024545841843
Country_France,0.0
Country_USA,0.0003076672812549752
Country_UK,0.0005227912674346857
Country_China,0.0006146966913126217
Country_India,0.0009007633908959089
Country_Brazil,0.0013027618071891124
Country_Canada,0.007642763450860723
Unemployment Rate (%),0.03553167362609151
Interest Rate (%),0.039347382099476434
