feature,mean_importance
Stock Index Value,-0.004543486235896288
Country_Canada,-0.004110324032441515
Country_Brazil,-0.0019372887719494524
Country_UK,-0.0013814230262120253
Country_China,-2.791205952146214e-07
Country_France,2.518102408839429e-05
Country_Japan,8.580692591444449e-05
Country_Australia,0.0006438180021689499
Country_Germany,0.0015298600815967455
Country_India,0.0016723777937371232
Country_USA,0.004208659998408737
Unemployment Rate (%),0.028563439462867102
Interest Rate (%),0.03660581516920347
GDP Growth Rate (%),0.06375599841742403
