feature,shap_importance
GDP Growth Rate (%),0.06579553450431805
Interest Rate (%),0.058646497383182825
Stock Index Value,0.04491661048902734
Unemployment Rate (%),0.04470764433174813
Country_Brazil,0.01135701405890276
Country_Canada,0.011204570850198057
Country_UK,0.003970943915889856
Country_Germany,0.0037393277936348477
Country_USA,0.003599944428238491
Country_France,0.0021602622170734114
Country_India,0.0019277510146902303
Country_Australia,0.0011135907447613561
Country_China,0.00036714099807186665
Country_Japan,0.00021762508658790622
