feature,mean_importance
GDP Growth Rate (%),-0.009481714597581625
Country_China,-0.0014751442349757228
Stock Index Value,-0.001475081091219299
Country_Germany,-0.001104503832397219
Country_Japan,-0.00030090685763251024
Country_Brazil,-0.0001663055985048567
Country_Canada,-0.00016178606823273877
Country_France,8.295426292999064e-05
Country_UK,0.0004653545453405128
Country_Australia,0.0006384150060728233
Country_USA,0.001135476366221555
Country_India,0.0015330280307468192
Interest Rate (%),0.011769916080334486
Unemployment Rate (%),0.029538587578798837
