feature,shap_importance
Stock Index Value,0.08801883203149193
Unemployment Rate (%),0.0643434448745681
Interest Rate (%),0.057056255152242864
GDP Growth Rate (%),0.04070068963052945
Country_Brazil,0.0066995661388424945
Country_Japan,0.005571376650614539
Country_Canada,0.005042042019236687
Country_UK,0.004175535680202526
Country_Germany,0.004062921559547946
Country_Australia,0.0030828381434498914
Country_China,0.0014502559709592957
Country_India,0.0009778170203277234
Country_USA,0.0006157787737693424
Country_France,0.0
