feature,shap_importance
Unemployment Rate (%),0.13954589997359565
Interest Rate (%),0.07688530941133341
Stock Index Value,0.060096658093237144
GDP Growth Rate (%),0.038019858026476554
Country_Japan,0.016163515229245362
Country_Brazil,0.008389171807301986
Country_China,0.007224619556923099
Country_Germany,0.005077278006051493
Country_Canada,0.003130359832544847
Country_USA,0.003041156326940245
Country_India,0.002882500796691322
Country_Australia,0.002543001184853954
Country_France,0.0
Country_UK,0.0
