feature,mean_importance
Country_Germany,-0.03510116572052622
Stock Index Value,-0.0211564308517705
Country_UK,-0.008822323995715187
Country_Australia,-0.005587152122743344
Interest Rate (%),-0.00556563159244503
Unemployment Rate (%),-0.004413785388983293
Country_China,-0.003544557006039706
Country_France,0.006632808405405343
Country_Japan,0.006959620361214824
Country_USA,0.010278983048824176
Country_Canada,0.016138392516291324
Country_Brazil,0.01940450268613463
Country_India,0.04318061253691123
GDP Growth Rate (%),0.08140333863008013
