feature,mean_importance
Country_Brazil,-0.035444884498458354
Country_Japan,-0.013515381075786714
Unemployment Rate (%),-0.011393750968742155
Country_France,-0.008704653178349564
Interest Rate (%),-0.006912593731053351
Country_Canada,-0.005567387444316396
Country_Australia,-0.0029356151118411057
Country_India,0.0015218853520178044
Country_China,0.0018506235557997463
Country_Germany,0.009820795509112057
Stock Index Value,0.017849487973308896
Country_UK,0.02287697579928698
GDP Growth Rate (%),0.028163499753146404
Country_USA,0.03490255939883742
