feature,shap_importance
Interest Rate (%),0.04139270298725798
Stock Index Value_ratio_GDP Growth Rate (%),0.030235184256924407
GDP Growth Rate (%)_ratio_Unemployment Rate (%),0.028687334141093278
Stock Index Value,0.02713102729428435
Stock Index Value_multiply_GDP Growth Rate (%),0.018183854301409355
Unemployment Rate (%),0.01753180699882093
GDP Growth Rate (%)_ratio_Stock Index Value,0.014792949279001027
Stock Index Value_ratio_Interest Rate (%),0.01299720765573901
Unemployment Rate (%)_multiply_GDP Growth Rate (%),0.007395852629574717
Interest Rate (%)_sum_Unemployment Rate (%),0.006637753864991388
GDP Growth Rate (%),0.005431973040248921
Unemployment Rate (%)_sum_GDP Growth Rate (%),0.0046738470649179105
Country_Australia,0.004667623044002671
Interest Rate (%)_multiply_GDP Growth Rate (%),0.0034213658062210717
Interest Rate (%)_ratio_Stock Index Value,0.0023285172925250567
Country_Japan,0.0
Country_India,0.0
Country_USA,0.0
Country_Germany,0.0
Country_France,0.0
Country_China,0.0
Country_Canada,0.0
Country_Brazil,0.0
Country_UK,0.0
