feature,mean_importance
Country_Australia,-0.05456975583304387
Country_Japan,-0.04596533687297655
Country_China,0.010324944216638455
Country_Canada,0.018025250716185305
Country_India,0.02175280414360794
Country_France,0.03235710763144754
Stock Index Value,0.03306589720375164
Country_UK,0.036486720322536595
Country_USA,0.03859392565823845
Country_Brazil,0.04177179131739066
Interest Rate (%),0.056217613709599726
Country_Germany,0.05623804900087057
Unemployment Rate (%),0.06424771187059279
GDP Growth Rate (%),0.07877842672563833
