feature,mean_importance
GDP Growth Rate (%),-0.04441176037559478
Country_Japan,-0.04176146883806733
Stock Index Value,-0.029443169807432536
Country_Canada,-0.021097066472538107
Country_Germany,-0.02084539847632718
Country_Australia,-0.018122642323409675
Country_France,-0.008947722267857828
Unemployment Rate (%),-0.006877579933971756
Country_India,-0.003619540168912394
Country_China,0.0011477665138824645
Country_Brazil,0.016556059259292866
Country_USA,0.016857208936447644
Country_UK,0.03717793485902097
Interest Rate (%),0.03771621041313793
