feature,mean_importance
Country_Canada,-0.03335265289819138
Country_Japan,-0.030874531281224193
Stock Index Value,-0.029750021369316794
Country_France,-0.02815303885971372
Country_USA,-0.021212896371588297
Country_China,-0.016766020924563786
Interest Rate (%),-0.012896964747411976
Country_Germany,-0.008842179353126634
Country_Australia,-0.008634808689181827
Country_UK,-0.0027745789546298914
Unemployment Rate (%),0.0012726090813342417
GDP Growth Rate (%),0.005026581217470083
Country_India,0.0064594742522338326
Country_Brazil,0.019182045539193428
