feature,mean_importance
GDP Growth Rate (%),-0.19535047965250021
Country_USA,-0.11626225756267043
Country_Germany,-0.09001400188423277
Unemployment Rate (%),-0.08769246015126528
Interest Rate (%),-0.07832577140126414
Country_Japan,-0.06103450435923228
Country_China,-0.04114187163460237
Country_UK,-0.03718809983982783
Country_Brazil,-0.03234221874316501
Country_Canada,-0.028227261343213295
Country_Australia,-0.026538510645455825
Stock Index Value,-0.024656358230921206
Country_India,6.507140323375182e-06
Country_France,0.006528379966976239
