feature,mean_importance
Stock Index Value,-0.07020045904443677
Country_Japan,-0.05505806998329423
Country_India,-0.038146834562683196
Interest Rate (%),-0.0338762951579064
GDP Growth Rate (%),-0.03195838750448252
Country_China,-0.024137257238063904
Country_Australia,-0.008701804772365661
Country_Canada,0.01775094346166304
Unemployment Rate (%),0.05330466903674154
Country_France,0.06616503508251266
Country_Brazil,0.08105225174985664
Country_UK,0.08489274502061184
Country_Germany,0.10287190140339733
Country_USA,0.11587292716756173
