feature,mean_importance
Unemployment Rate (%),-0.1110987698507803
Country_Canada,-0.0892522723391036
Stock Index Value,-0.06368483128697786
Country_Japan,-0.024365507307619483
Country_France,-0.018751739337762575
Country_Germany,-0.01685668693147324
Country_China,-0.002485522119341388
Country_UK,-0.0015939374318782562
GDP Growth Rate (%),-0.00013531786536771228
Country_India,0.000294599357857539
Country_USA,0.00444562789167322
Country_Australia,0.005979583839745617
Country_Brazil,0.03417153746957417
Interest Rate (%),0.09652986723023763
