feature,mean_importance
Interest Rate (%),-0.029489374302541015
Stock Index Value,-0.014793364278187138
Country_Australia,-0.011034207746860725
Country_France,-0.00407073668590785
Unemployment Rate (%),0.004746310646895591
Country_UK,0.011029574050519787
Country_Germany,0.015679181702879096
Country_India,0.034022486030102474
GDP Growth Rate (%),0.0343903907304004
Country_Japan,0.042051089195267545
Country_China,0.05468051914445691
Country_USA,0.06690051114888704
Country_Brazil,0.08811969502234063
Country_Canada,0.09668908156193808
