feature,mean_importance
Interest Rate (%),-0.06670176569981016
Country_Canada,-0.05347168363423871
Unemployment Rate (%),-0.051873184509069595
Country_USA,-0.03518127982289898
Country_France,-0.028855799032764383
Country_Japan,-0.015799137692723696
Country_Australia,-0.010003948831060904
Country_UK,-0.008636690176705231
Country_Germany,-0.00411986781141076
Country_China,-0.0011722966725647766
Stock Index Value,0.005793548412349003
Country_Brazil,0.017349005587913767
Country_India,0.02897804306751286
GDP Growth Rate (%),0.06311208636490621
