feature,mean_importance
Stock Index Value,-0.048568559735246056
Country_Brazil,-0.032623368014807405
Country_Japan,-0.030686033722271543
Country_France,-0.02958916809614358
Country_UK,-0.014170895687641138
Country_USA,-0.010594510804865375
Country_India,-0.007104645246440722
Country_China,-0.006278117182349652
Interest Rate (%),-0.003257813951621946
Country_Australia,-0.0012058366755129057
Country_Canada,0.00016659066148161372
Unemployment Rate (%),0.00332543915231196
GDP Growth Rate (%),0.004066955094618541
Country_Germany,0.011372748916820007
