feature,mean_importance
Country_India,-0.04587278878406287
Country_USA,-0.04478970641724835
Stock Index Value,-0.03571294541815937
Country_Japan,-0.027382949519325052
Country_France,-0.024293271612059276
Country_Canada,-0.020294791054359475
Country_Australia,-0.01961939136455606
Unemployment Rate (%),-0.013892719492046313
Country_Brazil,-0.010153610332095785
Interest Rate (%),-0.006676938202142768
Country_UK,-0.0017876000641716238
Country_China,-0.00022344520929515888
GDP Growth Rate (%),0.010295058763979004
Country_Germany,0.012827857290565658
