feature,mean_importance
GDP Growth Rate (%),-0.03627759142840055
Country_UK,-0.02123335750709039
Country_Japan,-0.013771780245553745
Country_India,-0.010705605071291702
Country_France,-0.005291245249235033
Interest Rate (%),-0.003192307649564308
Country_Australia,-0.003165774834135737
Unemployment Rate (%),-0.0031214068110822168
Country_USA,-0.001492104406988215
Stock Index Value,0.00046307226052184626
Country_China,0.0023284018870908694
Country_Germany,0.008745527749843296
Country_Brazil,0.018659343192484322
Country_Canada,0.03815505569860496
