feature,mean_importance
Stock Index Value,-0.03483639728104269
Country_China,-0.025740163178717544
GDP Growth Rate (%),-0.016924956772247146
Country_Australia,-0.012904426713529205
Country_India,-0.012782762981432615
Country_Japan,-0.011709698488347176
Country_USA,-0.006440128308423399
Country_UK,-0.0010194124415610073
Country_Brazil,-0.0003996021353054768
Country_France,0.002815005904395207
Unemployment Rate (%),0.0033484177488456446
Interest Rate (%),0.006197617875512429
Country_Canada,0.00849943100406736
Country_Germany,0.01383693892851221
