feature,mean_importance
Country_Canada,-0.013193565900442517
Country_Japan,-0.0071000049312319735
Country_India,-0.006700125359561127
Country_France,-0.004774126729950368
Country_Germany,-0.004363832610333196
Interest Rate (%),-0.004316815511175709
Country_Brazil,-0.003583228556803353
Country_USA,-0.0031931297794146386
Country_China,-0.000557436026624103
Stock Index Value,0.0013219374573720133
Unemployment Rate (%),0.004394601537367237
Country_UK,0.006219860308697034
Country_Australia,0.006308876196350987
GDP Growth Rate (%),0.01221845843049969
