feature,shap_importance
GDP Growth Rate (%),0.06093572208046853
Unemployment Rate (%),0.034422737368210596
Stock Index Value,0.02543039692283632
Interest Rate (%),0.022987534968079395
Country_Canada,0.0027845785652667
Country_USA,0.0027327752543242602
Country_India,0.0023305211851968044
Country_Brazil,0.0010576061653765415
Country_China,0.0010515122686372011
Country_UK,0.0008166657160990956
Country_Japan,0.0007197511189767035
Country_France,0.0006011713492438144
Country_Australia,0.0
Country_Germany,0.0
