feature,mean_importance
Country_Canada,-0.07818988883206401
Interest Rate (%),-0.03905879445012417
Stock Index Value,-0.029288734738446242
Country_Japan,-0.026544428302889722
Country_Australia,-0.022814315955608323
GDP Growth Rate (%),-0.012644971317154363
Country_UK,-0.008429448758921954
Country_France,-0.004568808878216135
Country_Germany,0.009983509939339275
Country_USA,0.012200817184767
Country_India,0.015162562243656197
Unemployment Rate (%),0.021802117921199172
Country_China,0.024967708292473523
Country_Brazil,0.08236969208746321
