feature,mean_importance
Country_Germany,-0.06896971647524026
Country_Canada,-0.05195757497802163
GDP Growth Rate (%),-0.03490378775630152
Stock Index Value,-0.0294808357012744
Country_Japan,-0.029270340708225807
Country_China,0.0027475957299616825
Country_Australia,0.007481019075919715
Country_France,0.010688981640676776
Interest Rate (%),0.013574431127877418
Country_USA,0.013589760081822843
Country_Brazil,0.01981330119884901
Country_UK,0.026904477598526988
Country_India,0.030002161829483186
Unemployment Rate (%),0.03178728080961783
