feature,mean_importance
GDP Growth Rate (%),-0.08561117642460236
Country_Australia,-0.04436425509537636
Country_China,-0.04294124939978392
Country_Brazil,-0.03555365384805289
Stock Index Value,-0.023904265735050334
Country_Japan,-0.0086990043478806
Unemployment Rate (%),-0.00522236687450599
Country_France,0.023552536173915638
Country_India,0.032343072056057666
Country_UK,0.05563378379525612
Country_Canada,0.07864083721403285
Interest Rate (%),0.0827429939064103
Country_USA,0.12890144773174747
Country_Germany,0.1385914614895789
