feature,mean_importance
Country_Japan,-0.024326485429758727
Country_Canada,-0.012877131674610732
Stock Index Value,-0.0022365260677920107
Country_China,0.0019253872120098992
Interest Rate (%),0.0028241796077334014
Country_Brazil,0.007076793656448621
Unemployment Rate (%),0.007373349527828865
GDP Growth Rate (%),0.014017181657407663
Country_Australia,0.024861706533723594
Country_Germany,0.029608115710727433
Country_UK,0.031214403721383975
Country_France,0.03450470142337918
Country_India,0.035415970172078384
Country_USA,0.09531228401755158
