feature,mean_importance
Interest Rate (%),-0.026635020688865918
Country_UK,-0.019689565455839685
Country_USA,-0.018679273727171663
Country_Australia,-0.013374202664878165
Unemployment Rate (%),-0.013217262858033684
Country_France,-0.011214382631497566
Country_Japan,-0.008362472639657836
Stock Index Value,-0.0060456783916369
Country_Brazil,-0.0040944130355930145
Country_China,-0.00383749187686937
Country_Canada,0.0017247709824970592
Country_Germany,0.018911413717483373
Country_India,0.021380385305159465
GDP Growth Rate (%),0.045513627785704266
