feature,shap_importance
Unemployment Rate (%),0.06908302787302929
GDP Growth Rate (%),0.042050342585974246
Stock Index Value,0.04127261886759858
Interest Rate (%),0.027430537777671543
Country_Canada,0.01742485763913413
Country_Brazil,0.004346492088353984
Country_USA,0.0030424758107608823
Country_Australia,0.0029157974977449715
Country_France,0.0024944432212724867
Country_UK,0.0010450805201584427
Country_Japan,0.0006685451147645323
Country_Germany,0.0006325725588412266
Country_China,0.0
Country_India,0.0
