feature,mean_importance
Country_Canada,-0.011635911995897575
Interest Rate (%),-0.005248895506560758
Country_Brazil,-0.0008740155892855928
Country_UK,-0.0006460488114954144
Country_France,-0.0005452690931524006
Country_Japan,-0.0005075655147320113
Country_Germany,-0.000170274869098197
Country_China,0.0
Country_India,0.0
Country_USA,2.1865087348249545e-06
Country_Australia,0.0012035088891585223
Unemployment Rate (%),0.012858408458962045
Stock Index Value,0.016001512795585926
GDP Growth Rate (%),0.0659886331524826
