feature,shap_importance
Unemployment Rate (%),0.08127840389953192
Stock Index Value,0.043163100147017186
GDP Growth Rate (%),0.0421721220512649
Interest Rate (%),0.035666835327705364
Country_USA,0.013670032470296842
Country_Canada,0.005362444664986361
Country_India,0.004531583942204024
Country_Brazil,0.003798964428581999
Country_Japan,0.0011868861192362663
Country_China,0.0011446307500333037
Country_France,0.0009348995198096847
Country_UK,0.0005491826755226146
Country_Germany,0.0005471164426581411
Country_Australia,0.00026067708237225443
