feature,mean_importance
Country_USA,-0.01106828997660303
Country_India,-0.0030545281659749347
Country_Brazil,-0.001706478192916938
Country_Australia,-0.00037620639826263513
Country_France,-0.00018012771387949656
Country_China,0.00011788103332555089
Country_UK,0.00028681048289738167
Country_Japan,0.0006476844719659258
Country_Canada,0.0011350390564384139
Country_Germany,0.0014430501325588985
Stock Index Value,0.007853075989390135
Interest Rate (%),0.032874074707597026
Unemployment Rate (%),0.04235267939351983
GDP Growth Rate (%),0.048313331376232636
