feature,mean_importance
Unemployment Rate (%),-0.06568183322848156
Interest Rate (%),-0.048641158117602855
Country_UK,-0.016427031636897026
Country_Australia,-0.01363594769925105
Country_Japan,-0.011848351135786129
Stock Index Value,0.0014515006890882364
Country_China,0.0036096600229807317
Country_USA,0.0038914109562345977
Country_Canada,0.008261928705093968
Country_France,0.010682144365554879
Country_Germany,0.013314963353297227
Country_India,0.01751063271545581
Country_Brazil,0.04116676758542126
GDP Growth Rate (%),0.045692568443938875
